,Unnamed: 0,class,language,question,pos,ner
1411,1411,MEASURE,en,The Khmer Rouge is held responsible for how many deaths?,"['DET', 'PROPN', 'PROPN', 'VERB', 'VERB', 'ADJ', 'ADP', 'ADV', 'ADJ', 'NOUN', 'PUNCT']","['ORG', 'ORG', 'ORG', '', '', '', '', '', '', '', '']"
1412,1412,PERSON,nl,Noem een journalist die door de Gewapende Islamitische Groep (GIA) is vermoord.,"['VERB', 'DET', 'NOUN', 'PRON', 'ADP', 'DET', 'ADJ', 'X', 'X', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'VERB', 'PUNCT']","['', '', '', '', '', '', 'ORG', 'ORG', 'ORG', '', 'ORG', '', '', '', '']"
1413,1413,PERSON,it,Nomina un giornalista assassinato dal Gruppo Islamico Armato (GIA).,"['VERB', 'DET', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PUNCT']","['PER', '', '', '', '', 'ORG', 'ORG', 'ORG', '', 'ORG', '', '']"
1414,1414,PERSON,es,Dar el nombre de un periodista asesinado por el Grupo Islámico Armado (GIA).,"['VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', '', '', '', 'ORG', 'ORG', 'ORG', '', 'ORG', '', '']"
1415,1415,PERSON,en,Name a journalist murdered by the Armed Islamic Group (GIA).,"['VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PUNCT']","['', '', '', '', '', 'ORG', 'ORG', 'ORG', 'ORG', '', '', '', '']"
1416,1416,ORGANIZATION,nl,Welk bedrijf heeft de autoproducent Rover overgenomen?,"['PRON', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN', 'VERB', 'PUNCT']","['', '', '', '', '', 'ORG', '', '']"
1417,1417,ORGANIZATION,it,Quale compagnia ha rilevato la casa automobilistica Rover?,"['DET', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'ADJ', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', 'ORG', '']"
1418,1418,ORGANIZATION,es,¿Qué empresa ha comprado a la fabricante de coches Rover?,"['PUNCT', 'DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '', '', '']"
1419,1419,ORGANIZATION,en,"Which company took over Rover, the car producer?","['DET', 'NOUN', 'VERB', 'PART', 'PROPN', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', '', 'PERSON', '', '', '', '', '']"
1420,1420,LOCATION,nl,Noem een land of regio waar het Ebola-virus is aangetroffen.,"['VERB', 'DET', 'NOUN', 'CONJ', 'NOUN', 'ADV', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'VERB', 'VERB', 'PUNCT']","['LOC', '', '', '', '', '', '', 'LOC', '', '', '', '', '']"
1421,1421,LOCATION,it,Nomina un paese o regione dove è stato individuato il virus Ebola.,"['VERB', 'DET', 'NOUN', 'CONJ', 'NOUN', 'ADV', 'AUX', 'AUX', 'VERB', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['LOC', '', '', '', '', '', '', '', '', '', '', 'LOC', '']"
1422,1422,LOCATION,es,Dar el nombre de un país o región en el que se haya encontrado el virus ébola.,"['VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CONJ', 'NOUN', 'ADP', 'DET', 'PRON', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
1423,1423,LOCATION,en,Name a country or region where the Ebola virus has been found.,"['VERB', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADV', 'DET', 'PROPN', 'NOUN', 'VERB', 'VERB', 'VERB', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '']"
1424,1424,DATE,nl,In welk jaar werd het testen van biologische en giftige wapens verboden?,"['ADP', 'PRON', 'NOUN', 'VERB', 'DET', 'VERB', 'ADP', 'ADJ', 'CONJ', 'ADJ', 'NOUN', 'VERB', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '']"
1425,1425,DATE,it,In quale anno furono banditi i test di armi biologiche e tossiche?,"['ADP', 'DET', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'CONJ', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '']"
1426,1426,DATE,es,¿En qué año fueron prohibidas las pruebas de armas biológicas y tóxicas?,"['PUNCT', 'ADP', 'DET', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'CONJ', 'ADJ', 'PUNCT']","['', 'MISC', 'MISC', 'MISC', '', '', '', '', '', '', '', '', '', '']"
1427,1427,DATE,en,Tests of biological and toxin weapons were banned in which year?,"['NOUN', 'ADP', 'ADJ', 'CCONJ', 'NOUN', 'NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', 'DATE', '']"
1428,1428,PERSON,nl,"Welke tennisspeler wordt wel de ""Big Mac"" genoemd?","['PRON', 'NOUN', 'VERB', 'ADV', 'DET', 'PUNCT', 'NOUN', 'PROPN', 'PUNCT', 'VERB', 'PUNCT']","['', '', '', '', '', '', 'MISC', 'MISC', '', '', '']"
1429,1429,PERSON,it,"Quale giocatore di tennis è conosciuto come ""Big Mac""?","['DET', 'NOUN', 'ADP', 'NOUN', 'AUX', 'VERB', 'ADP', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', '', '', 'MISC', 'MISC', '', '']"
1430,1430,PERSON,es,"¿Qué tenista es conocido con el sobrenombre de ""Big Mac""?","['PUNCT', 'DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '', 'MISC', 'MISC', '', '']"
1431,1431,PERSON,en,"Which tennis player is known as ""Big Mac""?","['DET', 'NOUN', 'NOUN', 'VERB', 'VERB', 'ADP', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '']"
1432,1432,LOCATION,nl,Noem een eiland in de Oostelijke Sporaden.,"['VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['LOC', '', '', '', '', 'LOC', 'LOC', '']"
1433,1433,LOCATION,it,Nomina una delle isole che compongono l'arcipelago delle Sporadi Orientali.,"['VERB', 'DET', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'DET', 'PROPN', 'ADJ', 'PUNCT']","['LOC', '', '', '', '', '', '', '', '', 'LOC', 'LOC', '']"
1434,1434,LOCATION,es,Dar el nombre de una de las islas que forman el archipiélago de las Espóradas Occidentales.,"['VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', 'LOC', 'LOC', '']"
1435,1435,LOCATION,en,Name one of the islands that make up the Eastern Sporades Islands.,"['VERB', 'NUM', 'ADP', 'DET', 'NOUN', 'DET', 'VERB', 'PART', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', 'CARDINAL', '', '', '', '', '', '', '', 'LOC', 'LOC', 'LOC', '']"
1436,1436,LOCATION,nl,Waar ligt Basra?,"['ADV', 'VERB', 'NOUN', 'PUNCT']","['', '', 'LOC', '']"
1437,1437,LOCATION,it,Dove si trova Bassora?,"['ADV', 'PRON', 'VERB', 'PROPN', 'PUNCT']","['', '', '', 'PER', '']"
1438,1438,LOCATION,es,¿Dónde está Basora?,"['PUNCT', 'PRON', 'VERB', 'PROPN', 'PUNCT']","['', 'LOC', '', 'LOC', '']"
1439,1439,LOCATION,en,Where is Basra?,"['ADV', 'VERB', 'PROPN', 'PUNCT']","['', '', 'GPE', '']"
1440,1440,OTHER,nl,Waar staat RSA voor?,"['ADV', 'VERB', 'NOUN', 'ADV', 'PUNCT']","['', '', '', '', '']"
1441,1441,OTHER,it,Per che cosa sta la sigla RSA?,"['ADP', 'DET', 'PRON', 'VERB', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '']"
1442,1442,OTHER,es,¿A qué equivalen las siglas RSA?,"['PUNCT', 'ADP', 'PRON', 'VERB', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '']"
1443,1443,OTHER,en,What does RSA stand for?,"['PRON', 'VERB', 'ADV', 'VERB', 'ADP', 'PUNCT']","['', '', 'ORG', '', '', '']"
1444,1444,OTHER,nl,Hoe begon Diana Ross haar professionele carriere?,"['ADV', 'VERB', 'NOUN', 'PROPN', 'PRON', 'ADJ', 'NOUN', 'PUNCT']","['', '', 'PER', 'PER', '', '', '', '']"
1445,1445,OTHER,it,Come iniziò la sua carriera professionale Diana Ross?,"['ADV', 'VERB', 'DET', 'DET', 'NOUN', 'ADJ', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'PER', 'PER', '']"
1446,1446,OTHER,es,¿En qué grupo comenzó Diana Ross su carrera profesional?,"['PUNCT', 'ADP', 'DET', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['', 'MISC', 'MISC', 'MISC', '', 'PER', 'PER', '', '', '', '']"
1447,1447,OTHER,en,How did Diana Ross start her professional career?,"['ADV', 'VERB', 'PROPN', 'PROPN', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', 'PERSON', 'PERSON', '', '', '', '', '']"
1448,1448,DATE,nl,Wanneer werden patrouillevliegtuigen van het type Nimrod in dienst genomen?,"['ADV', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PUNCT']","['', '', '', '', '', '', 'LOC', '', '', '', '']"
1449,1449,DATE,it,Quando vennero impiegati per la prima volta gli aerei da ricognizione Nimrod?,"['ADV', 'AUX', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'DET', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', 'MISC', '']"
1450,1450,DATE,es,¿Cuándo fueron utilizados por primera vez los aviones de reconocimiento Nimrod?,"['PUNCT', 'PRON', 'AUX', 'VERB', 'ADP', 'ADJ', 'NOUN', 'DET', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '', '', 'LOC', '']"
1451,1451,DATE,en,When were Nimrod reconnaissance planes first used?,"['ADV', 'VERB', 'PROPN', 'NOUN', 'NOUN', 'ADV', 'VERB', 'PUNCT']","['', '', 'PERSON', '', '', '', '', '']"
1452,1452,MEASURE,nl,Hoeveel eilanden heeft Indonesië?,"['NUM', 'NOUN', 'VERB', 'NOUN', 'PUNCT']","['', '', '', 'LOC', '']"
1453,1453,MEASURE,it,Da quante isole è composta l'Indonesia?,"['ADP', 'DET', 'NOUN', 'AUX', 'VERB', 'DET', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'LOC', '']"
1454,1454,MEASURE,es,¿Cuántas islas componen Indonesia?,"['PUNCT', 'ADJ', 'NOUN', 'VERB', 'PROPN', 'PUNCT']","['', 'LOC', 'LOC', 'LOC', 'LOC', 'LOC']"
1455,1455,MEASURE,en,Indonesia consists of how many islands?,"['PROPN', 'VERB', 'ADP', 'ADV', 'ADJ', 'NOUN', 'PUNCT']","['GPE', '', '', '', '', '', '']"
1456,1456,PERSON,nl,"Welke ETA-terroriste heeft de bijnaam ""De Tijgerin""?","['PRON', 'NOUN', 'PUNCT', 'VERB', 'VERB', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'PROPN', 'PUNCT', 'PUNCT']","['', 'ORG', '', '', '', '', '', '', 'MISC', 'MISC', '', '']"
1457,1457,PERSON,it,"Quale terrorista donna dell'ETA è anche conosciuta come ""la tigre""?","['DET', 'NOUN', 'NOUN', 'ADJ', 'PROPN', 'AUX', 'ADV', 'VERB', 'ADP', 'PUNCT', 'DET', 'NOUN', 'PUNCT', 'PUNCT']","['', '', '', '', 'ORG', '', '', '', '', '', '', '', '', '']"
1458,1458,PERSON,es,"¿Qué terrorista de ETA es conocida como ""La Tigresa""?","['PUNCT', 'DET', 'NOUN', 'ADP', 'PROPN', 'AUX', 'VERB', 'SCONJ', 'PUNCT', 'DET', 'PROPN', 'PUNCT', 'PUNCT']","['MISC', 'MISC', '', '', 'ORG', '', '', '', '', '', '', '', '']"
1459,1459,PERSON,en,"Which female ETA terrorist is also known as ""The Tigress""?","['DET', 'ADJ', 'PROPN', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADP', 'PUNCT', 'DET', 'PROPN', 'PUNCT', 'PUNCT']","['', '', 'ORG', '', '', '', '', '', '', 'WORK_OF_ART', 'WORK_OF_ART', '', '']"
1460,1460,OTHER,nl,Hoe kwam Frederick West om het leven?,"['ADV', 'VERB', 'ADJ', 'X', 'ADP', 'X', 'X', 'PUNCT']","['', '', 'PER', 'PER', '', '', '', '']"
1461,1461,OTHER,it,Come morì Frederick West?,"['ADV', 'VERB', 'PROPN', 'PROPN', 'PUNCT']","['', '', 'PER', 'PER', '']"
1462,1462,OTHER,es,¿Cómo murió Frederick West?,"['PUNCT', 'PRON', 'VERB', 'PROPN', 'PROPN', 'PUNCT']","['', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG']"
1463,1463,OTHER,en,How did Frederick West die?,"['ADV', 'VERB', 'PROPN', 'PROPN', 'VERB', 'PUNCT']","['', '', 'PERSON', 'PERSON', '', '']"
1464,1464,LOCATION,nl,Wat is het rijkste land ter wereld?,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '']"
1465,1465,LOCATION,it,Qual è il paese più ricco del mondo?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADV', 'ADJ', 'DET', 'NOUN', 'PUNCT']","['LOC', '', '', '', '', '', '', '', '']"
1466,1466,LOCATION,es,¿Cuál es el país más rico del mundo?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADV', 'ADJ', 'ADP', 'NOUN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '']"
1467,1467,LOCATION,en,What is the richest country in the world?,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '']"
1468,1468,DATE,nl,Wanneer overleed Mao Zedong?,"['ADV', 'VERB', 'NOUN', 'PROPN', 'PUNCT']","['', '', 'PER', 'PER', '']"
1469,1469,DATE,it,Quando è morto Mao Tse-Tung?,"['ADV', 'AUX', 'VERB', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT']","['', '', '', 'PER', 'PER', 'PER', 'PER', '']"
1470,1470,DATE,es,¿Cuándo murió Mao Zedong?,"['PUNCT', 'PRON', 'VERB', 'PROPN', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', 'PER', 'PER', '']"
1471,1471,DATE,en,When did Mao Zedong die?,"['ADV', 'VERB', 'PROPN', 'PROPN', 'VERB', 'PUNCT']","['', '', 'PERSON', 'PERSON', '', '']"
1472,1472,MEASURE,nl,Hoeveel inwoners telt Uttar Pradesh?,"['NUM', 'NOUN', 'VERB', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', 'LOC', 'LOC', '']"
1473,1473,MEASURE,it,Quanti abitanti ha l'Uttar Pradesh?,"['DET', 'NOUN', 'VERB', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', 'LOC', 'LOC', '']"
1474,1474,MEASURE,es,¿Cuántos habitantes tiene Uttar Pradesh?,"['PUNCT', 'PROPN', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PUNCT']","['', 'ORG', '', '', 'LOC', 'LOC', '']"
1475,1475,MEASURE,en,How many inhabitants doe Uttar Pradesh?,"['ADV', 'ADJ', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', 'ORG', 'ORG', '']"
1476,1476,OTHER,nl,Wat was de oorzaak van een brand in een bioscoop in de Chinese stad Karamay?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', 'MISC', '', 'LOC', '']"
1477,1477,OTHER,it,Che cosa ha causato un incendio in un cinema della città cinese di Karamay?,"['DET', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', 'PER', '']"
1478,1478,OTHER,es,¿Qué causó el incendio en un cine en la ciudad china de Karamai?,"['PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '', '', '', '', 'PER', '']"
1479,1479,OTHER,en,What caused a fire in a cinema in the Chinese city of Karamay?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', 'NORP', '', '', 'GPE', '']"
1480,1480,OBJECT,nl,Wat is de naam van Richard Branson's cola?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', 'PER', 'PER', '', '', '']"
1481,1481,OBJECT,it,Come si chiama la cola di Richard Branson?,"['ADV', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'PER', 'PER', '']"
1482,1482,OBJECT,es,¿Cómo se llama el refresco de cola de Richard Branson?,"['PUNCT', 'PRON', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['', 'LOC', '', '', '', '', '', '', '', 'PER', 'PER', '']"
1483,1483,OBJECT,en,What's the name of Richard Branson's cola?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PART', 'NOUN', 'PUNCT']","['', '', '', '', '', 'PERSON', 'PERSON', 'PERSON', '', '']"
1484,1484,LOCATION,nl,In welk land worden buzkashi-wedstrijden gehouden?,"['ADP', 'PRON', 'NOUN', 'VERB', 'VERB', 'PUNCT', 'NOUN', 'VERB', 'PUNCT']","['', '', '', '', '', '', '', '', '']"
1485,1485,LOCATION,it,In quale paese si tengono le partite di buzkashi?,"['ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '']"
1486,1486,LOCATION,es,¿En que país se celebran competiciones de buzkashi?,"['PUNCT', 'ADP', 'SCONJ', 'NOUN', 'PRON', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', 'MISC', 'MISC', 'MISC', '', '', '', '', '', '']"
1487,1487,LOCATION,en,Buzkashi contests are held in which country?,"['ADJ', 'NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","['ORG', '', '', '', '', '', '', '']"
1488,1488,DATE,nl,Wanneer werd Malta onafhankelijk?,"['CONJ', 'VERB', 'NOUN', 'ADJ', 'PUNCT']","['', '', 'LOC', '', '']"
1489,1489,DATE,it,In quale giorno Malta divenne indipendente?,"['ADP', 'DET', 'NOUN', 'PROPN', 'VERB', 'ADJ', 'PUNCT']","['', '', '', 'LOC', '', '', '']"
1490,1490,DATE,es,¿En qué fecha Malta logró su independecia?,"['PUNCT', 'ADP', 'DET', 'NOUN', 'PROPN', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', 'MISC', 'MISC', 'MISC', 'MISC', '', '', '', '']"
1491,1491,DATE,en,What is the date of Malta's independence?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PART', 'NOUN', 'PUNCT']","['', '', '', '', '', 'LOC', '', '', '']"
1492,1492,OBJECT,nl,In de Floating Point Unit van welke chip werd een fout ontdekt?,"['ADP', 'DET', 'NOUN', 'X', 'X', 'NOUN', 'PRON', 'NOUN', 'VERB', 'DET', 'NOUN', 'VERB', 'PUNCT']","['', '', 'ORG', 'ORG', 'ORG', '', '', '', '', '', '', '', '']"
1493,1493,OBJECT,it,Un errore venne scoperto nella FPU di quale chip?,"['DET', 'NOUN', 'AUX', 'VERB', 'NOUN', 'PROPN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '']"
1494,1494,OBJECT,es,¿En qué tipo de procesador se descubrió un error en la unidad aritmética?,"['PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
1495,1495,OBJECT,en,A bug was discovered in the Floating Point Unit of which chip?,"['DET', 'NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', 'ORG', 'ORG', 'ORG', '', '', '', '']"
1496,1496,OTHER,nl,Welke Nobelprijs ontving Kenzaburo Oe de Nobelprijs?,"['PRON', 'NOUN', 'VERB', 'NOUN', 'PROPN', 'NOUN', 'NOUN', 'PUNCT']","['', 'MISC', '', 'ORG', 'ORG', '', 'MISC', 'MISC']"
1497,1497,OTHER,it,Con quale Premio Nobel è stato premiato Kenzaburo Oe?,"['ADP', 'DET', 'PROPN', 'PROPN', 'AUX', 'AUX', 'VERB', 'PROPN', 'PROPN', 'PUNCT']","['', '', 'MISC', 'MISC', '', '', '', 'PER', 'PER', '']"
1498,1498,OTHER,es,¿Qué premio nobel consiguió Kenzaburo Oe?,"['PUNCT', 'DET', 'NOUN', 'VERB', 'VERB', 'PROPN', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', 'MISC', 'MISC', '']"
1499,1499,OTHER,en,What Nobel Prize was Kenzaburo Oe awarded?,"['PRON', 'PROPN', 'PROPN', 'VERB', 'PROPN', 'PROPN', 'VERB', 'PUNCT']","['', 'WORK_OF_ART', 'WORK_OF_ART', '', 'PERSON', 'PERSON', '', '']"
1500,1500,PERSON,nl,Welke Iraakse nucleair deskundige verdween in de Griekse hoofdstad Athene?,"['PRON', 'ADJ', 'ADJ', 'ADJ', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","['', 'LOC', '', '', '', '', '', 'MISC', '', 'LOC', '']"
1501,1501,PERSON,it,Quale esperto nucleare iracheno scomparve nella capitale greca Atene?,"['DET', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'VERB', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', 'LOC', '']"
1502,1502,PERSON,es,"¿Qué experto nuclear iraquí desapareció en Atenas, la capital griega?","['PUNCT', 'DET', 'ADJ', 'ADJ', 'ADJ', 'VERB', 'ADP', 'PROPN', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', 'LOC', '', '', '', '', '']"
1503,1503,PERSON,en,"Which Iraqi nuclear expert disappeared in Athens, the Greek capital?","['DET', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'ADP', 'PROPN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', 'NORP', '', '', '', '', 'GPE', '', '', 'NORP', '', '']"
1504,1504,OTHER,nl,Wat is de latijnse naam van de Arabische oryx?,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', 'MISC', '', '']"
1505,1505,OTHER,it,Qual è il nome scientifico dell'orice d'Arabia?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['LOC', '', '', '', '', '', '', '', 'LOC', '']"
1506,1506,OTHER,es,¿Cuál es el nombre científico del órice de Arabia?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', 'LOC', '']"
1507,1507,OTHER,en,What is the scientific name for the Arabic oryx?,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', 'NORP', '', '']"
1508,1508,PERSON,nl,Wie is de president van Zuid-Korea?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT']","['', '', '', '', '', 'LOC', '', 'LOC', '']"
1509,1509,PERSON,it,Chi è il presidente della Corea del Sud?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'PROPN', 'DET', 'PROPN', 'PUNCT']","['', '', '', '', '', 'LOC', 'LOC', 'LOC', '']"
1510,1510,PERSON,es,¿Quién es el presidente de Corea del Sur?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', 'LOC', 'LOC', 'LOC', '']"
1511,1511,PERSON,en,Who is the president of South Korea?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'GPE', 'GPE', '']"
1512,1512,MEASURE,nl,Hoeveel pagina's telt Albert Einsteins oudste manuscript over de relativiteitstheorie?,"['NUM', 'NOUN', 'DET', 'VERB', 'NOUN', 'PROPN', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', 'PER', 'PER', '', '', '', '', '', '']"
1513,1513,MEASURE,it,Quante pagine ci sono nel più vecchio manoscritto di Albert Einstein sulla Teoria della Relatività?,"['DET', 'NOUN', 'PRON', 'VERB', 'ADV', 'ADV', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'NOUN', 'PROPN', 'ADJ', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', 'PER', 'PER', '', 'MISC', 'MISC', 'MISC', '']"
